latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
53.800003,20.5,133.0,3600,Europe/Warsaw,CET

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),weathercode (wmo code),windspeed_10m (km/h),winddirection_10m (°)
2023-01-05T00:00,7.5,96,0.60,0.00,53,25.1,243
2023-01-05T01:00,7.6,95,0.80,0.00,53,24.3,245
2023-01-05T02:00,7.7,94,0.30,0.00,51,26.7,256
2023-01-05T03:00,7.7,91,0.20,0.00,51,26.6,261
2023-01-05T04:00,7.5,90,0.10,0.00,51,24.7,262
2023-01-05T05:00,7.1,91,0.10,0.00,51,23.9,264
2023-01-05T06:00,6.9,92,0.20,0.00,51,22.8,265
2023-01-05T07:00,6.8,93,0.50,0.00,53,22.8,265
2023-01-05T08:00,7.0,91,0.20,0.00,51,25.6,268
2023-01-05T09:00,6.7,86,0.40,0.00,51,26.1,277
2023-01-05T10:00,6.3,90,0.10,0.00,51,27.4,280
2023-01-05T11:00,6.0,92,0.30,0.00,51,22.5,277
2023-01-05T12:00,5.9,93,0.30,0.00,51,23.4,268
2023-01-05T13:00,5.9,93,0.40,0.00,51,24.5,267
2023-01-05T14:00,5.5,93,0.40,0.00,51,23.9,275
2023-01-05T15:00,5.1,94,0.30,0.00,51,22.0,285
2023-01-05T16:00,4.8,96,0.20,0.00,51,21.1,295
2023-01-05T17:00,4.5,98,0.10,0.00,51,19.9,311
2023-01-05T18:00,3.6,97,0.00,0.00,3,21.4,331
2023-01-05T19:00,1.7,92,0.00,0.00,3,22.6,346
2023-01-05T20:00,0.3,88,0.10,0.00,51,22.4,354
2023-01-05T21:00,-0.3,85,0.00,0.07,71,21.3,357
2023-01-05T22:00,-0.7,82,0.00,0.00,3,19.8,2
2023-01-05T23:00,-1.1,79,0.00,0.00,3,15.6,352
2023-01-06T00:00,-1.6,78,0.00,0.00,3,15.6,353
2023-01-06T01:00,-2.2,77,0.00,0.00,3,15.2,356
2023-01-06T02:00,-2.6,76,0.00,0.00,3,14.0,359
2023-01-06T03:00,-3.0,75,0.00,0.00,3,12.3,357
2023-01-06T04:00,-3.3,74,0.00,0.00,2,11.9,357
2023-01-06T05:00,-3.7,74,0.00,0.00,2,10.8,4
2023-01-06T06:00,-4.0,73,0.00,0.00,2,10.0,15
2023-01-06T07:00,-4.3,72,0.00,0.00,2,8.7,30
2023-01-06T08:00,-4.7,74,0.00,0.00,3,7.1,41
2023-01-06T09:00,-4.7,73,0.00,0.00,3,7.3,70
2023-01-06T10:00,-4.4,71,0.00,0.00,3,8.0,100
2023-01-06T11:00,-3.9,70,0.00,0.00,3,8.4,137
2023-01-06T12:00,-3.4,69,0.00,0.00,3,9.9,147
2023-01-06T13:00,-2.9,69,0.00,0.00,3,10.3,155
2023-01-06T14:00,-2.6,69,0.00,0.00,3,11.3,149
2023-01-06T15:00,-2.4,69,0.00,0.00,3,14.0,138
2023-01-06T16:00,-2.3,70,0.00,0.07,71,18.6,136
2023-01-06T17:00,-2.5,72,0.00,0.14,71,20.2,141
2023-01-06T18:00,-2.6,75,0.00,0.28,73,22.7,144
2023-01-06T19:00,-2.7,77,0.00,0.77,73,20.4,139
2023-01-06T20:00,-2.4,84,0.00,0.84,75,19.1,134
2023-01-06T21:00,-2.4,86,0.00,0.63,73,18.9,132
2023-01-06T22:00,-2.3,87,0.00,0.42,73,18.4,138
2023-01-06T23:00,-2.1,87,0.00,0.14,71,18.5,147
2023-01-07T00:00,-1.8,88,0.00,0.07,71,17.9,152
2023-01-07T01:00,-1.4,89,0.00,0.07,71,17.7,160
2023-01-07T02:00,-1.0,91,0.00,0.07,71,15.0,169
2023-01-07T03:00,-0.3,93,0.00,0.07,71,13.3,178
2023-01-07T04:00,0.6,95,0.00,0.00,3,11.2,195
2023-01-07T05:00,1.3,97,0.00,0.00,3,10.1,215
2023-01-07T06:00,2.0,97,0.10,0.00,51,10.0,229
2023-01-07T07:00,2.5,97,0.00,0.00,3,10.4,236
2023-01-07T08:00,2.6,97,0.10,0.00,51,10.0,240
2023-01-07T09:00,2.7,96,0.00,0.00,3,9.9,237
2023-01-07T10:00,2.9,94,0.00,0.00,3,10.0,232
2023-01-07T11:00,3.2,93,0.00,0.00,3,7.5,235
2023-01-07T12:00,3.5,92,0.00,0.00,2,6.3,211
2023-01-07T13:00,3.5,93,0.00,0.00,2,5.9,194
2023-01-07T14:00,3.2,94,0.00,0.00,2,6.1,180
2023-01-07T15:00,2.7,96,0.00,0.00,1,7.9,177
2023-01-07T16:00,2.5,97,0.00,0.00,2,9.0,175
2023-01-07T17:00,2.4,99,0.00,0.00,3,9.9,170
2023-01-07T18:00,2.4,99,0.00,0.00,3,10.4,166
2023-01-07T19:00,2.5,99,0.00,0.00,3,10.8,165
2023-01-07T20:00,1.8,99,0.00,0.00,3,10.8,165
2023-01-07T21:00,2.0,99,0.00,0.00,3,11.5,166
2023-01-07T22:00,2.1,99,0.00,0.00,3,12.1,163
2023-01-07T23:00,2.1,99,0.00,0.00,3,12.6,153
2023-01-08T00:00,2.3,99,0.00,0.00,3,13.7,145
2023-01-08T01:00,2.4,99,0.00,0.00,3,15.0,145
2023-01-08T02:00,2.4,99,0.00,0.00,3,16.3,145
2023-01-08T03:00,2.4,98,0.00,0.00,3,17.0,144
2023-01-08T04:00,2.4,98,0.00,0.00,3,17.1,145
2023-01-08T05:00,2.5,97,0.00,0.00,3,17.1,152
2023-01-08T06:00,2.4,97,0.00,0.00,3,18.5,153
2023-01-08T07:00,2.3,96,0.00,0.00,3,20.2,149
2023-01-08T08:00,1.7,99,0.00,0.00,3,21.9,150
2023-01-08T09:00,1.8,99,0.00,0.00,3,22.1,158
2023-01-08T10:00,2.0,98,0.00,0.00,3,21.7,159
2023-01-08T11:00,2.3,97,0.00,0.00,3,19.3,151
2023-01-08T12:00,2.7,95,0.00,0.00,3,19.1,148
2023-01-08T13:00,3.0,95,0.00,0.00,3,19.6,148
2023-01-08T14:00,3.1,95,0.00,0.00,3,21.6,154
2023-01-08T15:00,3.1,95,0.00,0.00,3,22.4,152
2023-01-08T16:00,2.9,95,0.00,0.00,3,23.0,153
2023-01-08T17:00,2.9,95,0.00,0.00,3,23.7,158
2023-01-08T18:00,2.9,95,0.00,0.00,3,22.8,159
2023-01-08T19:00,3.0,94,0.00,0.00,3,22.3,157
2023-01-08T20:00,2.1,94,0.00,0.00,3,22.2,155
2023-01-08T21:00,2.0,94,0.00,0.00,3,21.1,157
2023-01-08T22:00,2.0,94,0.00,0.00,3,20.2,158
2023-01-08T23:00,2.0,95,0.00,0.00,3,18.7,152
2023-01-09T00:00,2.1,95,0.00,0.00,3,18.3,148
2023-01-09T01:00,2.1,95,0.00,0.00,3,18.6,144
2023-01-09T02:00,2.1,96,0.00,0.00,3,17.8,144
2023-01-09T03:00,2.1,96,0.00,0.00,3,17.4,150
2023-01-09T04:00,2.1,96,0.00,0.00,3,18.7,157
2023-01-09T05:00,2.0,97,0.00,0.00,3,17.6,157
2023-01-09T06:00,2.1,97,0.00,0.00,3,16.9,151
2023-01-09T07:00,2.0,97,0.00,0.00,3,15.0,145
2023-01-09T08:00,1.6,97,0.00,0.00,3,13.8,137
2023-01-09T09:00,1.7,98,0.00,0.00,3,15.0,136
2023-01-09T10:00,2.1,97,0.00,0.00,3,17.1,138
2023-01-09T11:00,2.3,97,0.00,0.00,3,15.4,123
2023-01-09T12:00,2.5,97,0.00,0.00,3,16.6,124
2023-01-09T13:00,2.8,96,0.00,0.00,3,16.3,131
2023-01-09T14:00,3.1,95,0.00,0.00,3,16.1,132
2023-01-09T15:00,3.2,95,0.10,0.00,51,16.4,128
2023-01-09T16:00,3.3,95,0.20,0.00,51,16.8,132
2023-01-09T17:00,3.4,96,0.60,0.00,53,16.6,138
2023-01-09T18:00,3.7,96,0.80,0.00,53,14.6,142
2023-01-09T19:00,3.9,96,0.40,0.00,51,13.0,146
2023-01-09T20:00,3.4,96,0.20,0.00,51,10.8,150
2023-01-09T21:00,3.4,97,0.00,0.00,3,9.6,160
2023-01-09T22:00,3.4,97,0.00,0.00,3,9.2,191
2023-01-09T23:00,3.6,98,0.00,0.00,3,9.2,228
2023-01-10T00:00,3.6,98,0.00,0.00,3,9.0,247
2023-01-10T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-11T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN

time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),winddirection_10m_dominant (°)
2022-12-30,51,6.3,2.1,0.60,0.00,20.9,230
2022-12-31,61,12.6,3.3,4.60,0.00,29.5,214
2023-01-01,51,14.1,9.0,0.10,0.00,29.8,248
2023-01-02,53,10.1,7.9,3.10,0.00,23.5,216
2023-01-03,51,9.5,3.9,1.10,0.00,26.3,275
2023-01-04,61,7.2,0.7,7.00,0.00,28.0,218
2023-01-05,71,7.7,-1.1,5.60,0.07,27.4,285
2023-01-06,75,-1.6,-4.7,0.00,3.29,22.7,111
2023-01-07,71,3.5,-1.8,0.20,0.28,17.9,185
2023-01-08,3,3.1,1.7,0.00,0.00,23.7,153
2023-01-09,53,3.9,1.6,2.30,0.00,18.7,144
2023-01-10,3,3.6,3.6,NaN,NaN,9.0,NaN
2023-01-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
