latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.199997,21.0,113.0,3600,Europe/Warsaw,CET

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),weathercode (wmo code),windspeed_10m (km/h),winddirection_10m (°)
2023-01-12T00:00,4.0,82,0.50,0.00,53,16.5,196
2023-01-12T01:00,4.3,84,0.30,0.00,51,15.5,205
2023-01-12T02:00,4.2,92,0.50,0.00,53,14.1,212
2023-01-12T03:00,4.5,94,0.40,0.00,51,13.3,218
2023-01-12T04:00,4.9,95,0.10,0.00,51,13.2,223
2023-01-12T05:00,5.5,94,0.00,0.00,3,13.5,228
2023-01-12T06:00,5.8,95,0.00,0.00,3,13.4,234
2023-01-12T07:00,6.1,95,0.00,0.00,3,13.2,235
2023-01-12T08:00,5.9,95,0.00,0.00,3,12.8,230
2023-01-12T09:00,6.0,95,0.00,0.00,3,13.5,224
2023-01-12T10:00,6.4,94,0.00,0.00,2,14.1,212
2023-01-12T11:00,6.9,91,0.00,0.00,1,13.0,208
2023-01-12T12:00,7.6,86,0.00,0.00,0,13.8,200
2023-01-12T13:00,8.0,82,0.00,0.00,0,14.5,194
2023-01-12T14:00,8.0,82,0.00,0.00,0,15.5,193
2023-01-12T15:00,7.4,82,0.00,0.00,0,16.0,189
2023-01-12T16:00,6.7,82,0.00,0.00,1,17.2,191
2023-01-12T17:00,6.3,82,0.00,0.00,2,18.5,193
2023-01-12T18:00,5.9,82,0.00,0.00,1,19.6,197
2023-01-12T19:00,5.9,80,0.00,0.00,0,19.5,199
2023-01-12T20:00,5.4,83,0.00,0.00,1,19.4,198
2023-01-12T21:00,5.1,83,0.00,0.00,0,19.5,199
2023-01-12T22:00,5.1,82,0.00,0.00,1,19.1,202
2023-01-12T23:00,5.1,82,0.00,0.00,2,17.9,205
2023-01-13T00:00,5.0,83,0.00,0.00,3,17.4,202
2023-01-13T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-13T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
